File Name,Folder,Start(CET),Duration[s],Peak[Mb/s],Protocol,Src Port(s),Dst Port(s),Src IPs,IPs Fragmented,Flags
prod-anon-030,TrafficAnalysis_prod-anon-030.txt/,1420625354,7,0.25392,TCP,MANY,80:HTTP+443:HTTPS+MANY,172,0,ACK(97)PSH(59)RST(10)SYN(110)FIN(46)
prod-anon-031,TrafficAnalysis_prod-anon-031.txt/,1425458479,15,0.393064,TCP,MANY,80:HTTP+,8165,0,CWR(4761)ECE(4761)ACK(598)PSH(57)RST(573)SYN(8017)FIN(22)
prod-anon-032,TrafficAnalysis_prod-anon-032.txt/,1427188571,21,8.580248,UDP,16705:unknown+MANY,16705:unknown+SOME,10,10,
prod-anon-033,TrafficAnalysis_prod-anon-033.txt/,1427188647,22,11.150912,UDP,16705:unknown+MANY,16705:unknown+SOME,16,16,
prod-anon-034,TrafficAnalysis_prod-anon-034.txt/,1419353825,10,4.24656,UDP,123:NTP+,80:HTTP+SOME,228,0,
prod-anon-035,TrafficAnalysis_prod-anon-035.txt/,1421357686,12,12.367072,UDP,49164:unknown+MANY,3072:unknown+1:TCPMUX+MANY,2824,2671,
prod-anon-036,TrafficAnalysis_prod-anon-036.txt/,1427896646,13,13.524048,UDP,53:DNS+49164:unknown+MANY,4:Unassigned+1:TCPMUX+MANY,1738,1601,
prod-anon-037,TrafficAnalysis_prod-anon-037.txt/,1427896659,6,13.326408,UDP,53:DNS+49164:unknown+MANY,4:Unassigned+1:TCPMUX+MANY,1417,1274,
prod-anon-038,TrafficAnalysis_prod-anon-038.txt/,1427896489,54,5.060112,UDP,MANY,MANY,1747,0,
prod-anon-039,TrafficAnalysis_prod-anon-039.txt/,1427896226,43,3.128416,UDP,MANY,MANY,1746,0,
prod-anon-040,TrafficAnalysis_prod-anon-040.txt/,1429869923,70,0.364648,TCP,MANY,443:HTTPS+80:HTTP+MANY,224,1,ACK(216)PSH(104)RST(104)SYN(135)FIN(96)
prod-anon-041,TrafficAnalysis_prod-anon-041.txt/,1429875095,12,0.558064,TCP,80:HTTP+MANY,MANY,8981,0,CWR(2)ECE(1)ACK(8884)PSH(16)RST(327)SYN(8474)FIN(6)
prod-anon-042,TrafficAnalysis_prod-anon-042.txt/,1429876190,20,4.16E-4,TCP,80:HTTP+MANY,MANY,8852,0,ACK(8789)PSH(38)RST(1003)SYN(7458)FIN(9)
prod-anon-043,TrafficAnalysis_prod-anon-043.txt/,1429877433,30,0.529784,TCP,80:HTTP+MANY,80:HTTP+MANY,1449,1,CWR(2)ECE(2)ACK(1344)PSH(76)RST(1329)SYN(115)FIN(76)
prod-anon-044,TrafficAnalysis_prod-anon-044.txt/,1445679469,15,10.663176,TCP,MANY,20:FTP+SOME,1,0,ACK(1)PSH(1)RST(1)SYN(1)FIN(1)
prod-anon-045,TrafficAnalysis_prod-anon-045.txt/,1425458170,31,1.196728,TCP,MANY,MANY,1185,0,CWR(177)ECE(392)URG(118)ACK(735)PSH(93)RST(313)SYN(1187)FIN(281)
prod-anon-046,TrafficAnalysis_prod-anon-046.txt/,1425458164,21,1.856488,UDP,MANY,MANY,1153,0,
prod-anon-047,TrafficAnalysis_prod-anon-047.txt/,1425463956,51,0.898624,TCP,MANY,MANY,1544,0,CWR(182)ECE(462)URG(123)ACK(1030)PSH(102)RST(351)SYN(1557)FIN(333)
prod-anon-048,TrafficAnalysis_prod-anon-048.txt/,1425464081,40,1.116944,TCP,MANY,MANY,1503,0,CWR(180)ECE(466)URG(124)ACK(997)PSH(104)RST(346)SYN(1515)FIN(333)
prod-anon-049,TrafficAnalysis_prod-anon-049.txt/,1425464012,24,1.552824,UDP,MANY,MANY,2071,0,
prod-anon-050,TrafficAnalysis_prod-anon-050.txt/,1425464105,23,1.703856,UDP,MANY,MANY,2066,0,
prod-anon-051,TrafficAnalysis_prod-anon-051.txt/,1416411177,0,0.463736,UDP,53:DNS+25701:unknown+12890:unknown+,18762:unknown+31338:unknown+MANY,35,27,
prod-anon-052,TrafficAnalysis_prod-anon-052.txt/,1447145154,19,11.380648,TCP,80:HTTP+443:HTTPS+,MANY,96,0,ACK(94)PSH(72)RST(11)SYN(31)FIN(22)
prod-anon-053,TrafficAnalysis_prod-anon-053.txt/,1447170747,14,15.42,TCP,80:HTTP+,47535:unknown+,1,0,ACK(1)PSH(1)
prod-anon-054,TrafficAnalysis_prod-anon-054.txt/,1447170849,15,12.816,TCP,80:HTTP+,47535:unknown+,1,0,ACK(1)PSH(1)
